ACCOUNT,GRADE
71C084FF37EC49007712F2F4FB7C058F,2
B3280B9F73074ADE376592B84EE49C1E,2
6182BAEFE551E1D83DF4FB5FC1ACACE8,2
228A15176BA56383533E44DE5C494671,2
5F8DC37A79F7D252C712AAE13E143E49,2
F68EB7146B1DBB22907DB688EBA52EFC,3
B6F5A678B1BA750DBE1428E4440ECFE9,2
D876EF513796712EBFE54DBB38BBF7BB,2
EE1FE65FFFB22AA4C4740220F8B803E3,2
7911192E9A1352C86433DCA7ED7B85C4,1
61E9519EC356DFF15BF5DA5B3A949C25,2
D6F8BE4AADC8249ECA1F9948ED488DFB,1
8F80C6F7ECBBA124F4BF9D98EE2147DE,2
F53C9BBE9E661098F5DD56EDDBA3B7A2,2
505FD3120E6EC0E56CF6DA87228C843F,2
19C112EE3DDE5FC1B20FC83E227381F8,2
A5170F6D6BA83653EC7B26F055EA7919,2
D205A30CD363C383542A75F06700890C,2
2F8D9E18A66F42D5A3211309C00D9A13,2
E0F956DE1AA732739E2A398995AB4578,2
418A864A0665630C4CDB82C58A2EB4C1,1
0B55010432EFA3CB4613B5AD1787F75D,2
D8582AE68EDBD5FF729A854A25363C6E,1
52D05BA9533336CD10A98F48E09CC016,2
DEAB72058654942E7E285E55DF7EA237,2
2765A5FB6D3A1FEA8EBCFFE3E63DA111,2
EA6C268B98B155B9B0F57899A75DD3CE,2
80356E504F2C0010080305B1260B2A5B,2
079360A5934DFFB7DAA06088F2BC09B9,2
36B662ECB388AAD700AE0D2F53090D19,3
C2EC8E9627406528246DA021BB57CCA0,2
52235C082D29FE8352DEDCB2E36B563E,2
862E55E2DF7B803ECD5E8F493674FE48,3
A8B59B461EAEA37A752E3203F99B0151,2
087405AB456FFAAF39498643957156D9,1
666783A145D3F4574D14B5DC00C05C78,2
A48CB076F0B7DE4F46B7E28F647C6354,2
FD1EE3A8EBB0365B346CADB392F4B9FC,2
3F5AB780F70139636CA80A09420A9208,2
B8391F24703689976A7492D516B91972,2
0130B64A6F91C8FADB1941EED1D0E5D1,1
DEDCED650460E5C3672D8E7A2AD2B3E7,2
FCE1F208589D3F32DB7E72077F8D0828,2
2E4A5F08FABAF699ADC807380602D9E0,1
60D3E962C846CE07DBA6C68AA71A59C6,2
6C64566AB50731C7B2827D481AEB4646,2
9BDFC27A34DE8857DC53596FA317E4F8,1
F6A7F0C2051896B96C421BB9A6D46D6E,2
0FFC1E47C1886B36D6277DF5A0678518,2
EE94EBED5606CD2FDA227ED73FD7A5CB,2
1F39255182AC15F51808BDF23150F972,3
1B663B609E272DE884ED883939B21C03,2
A9C8F30C579D177185302C631646DFD7,2
5DEF0FA358DE05470F7588E9ED1A3629,2
3DD67E3ED06CDF25F63C0C13AC57FC79,1
DD328B4E05EAE86F504D66BF061FEA2B,2
2C669843DC13DB9FBEA6A95264E427E7,3
DA9456208DA7F60B4597C13943521823,2
1E824D1DBDD0A83B7ABC7CC6179D6EF2,2
77891032D980F8833FAED28FAFE2B442,2
0E1E99C51FBEB41D80171FDA582EC026,3
E566F5FA718732578955930AC25A143D,2
1DEE4E4ACE3796191E0386B518FB688B,2
B100CC34F9EB1A5CE3A935AB0546F6CF,2
B99FDFF8F3AE20921922CB18DB6F7CF3,2
C03766F0C9D30907CD76DCB5CBA5810B,2
3CB401A365658032E35EC8BF2861BAA6,2
9C250CDDD281B6BBA63F79FD4EE37343,1
F7DE4235E733F7CEDCB4E4C65DB0812F,2
9D71E2D4DCC23ADE9ED0CDE82AA043D7,2
43A54EA35738230259F89E2B63474DBC,2
A9D3D0EDE31A7ECC86C0EEB21AFEB221,3
590A2451FD879C99856EC6BB5AF3550C,3
73F28AF5AB86CA36CDA89B9FDB40759C,2
E772910D9EBBB90D226E66E2416EEFF2,1
2BF88BE922541326FAC023735A022E5C,2
F42A91992B6C3ABD0F3118F535D73F78,2
800831C055223BF5180DB0661B2CB85F,2
2A6EFEFF7A4B65F2E4C453FB1AB80E71,2
81A842EF96E7399174F09B57EE569F88,2
F2FC7559D4EF73EFEEFC3D0ED7121C9F,3
3B197B28362159A581F14166238E227B,2
063439F68BD932722DCAD05F942D8CBC,1
47276EF8B9CC7169AF24A49BDA50A305,3
53FD15D33590FFE82F41E57ABCA3D319,2
4EA6E7A91A4D270933A640FF76F7A967,2
4736A9819516520469AD88B1F7A8B0E9,2
9CAD15F1C6AD2D369DCA0976EDB8F272,2
DA9EE59B134CDC0C759864A499245132,2
594AAFF4D5FEA0AA287C1D50E2BBBEB5,2
FB6B7ABBF3BC12304C240BF21D8F452C,2
23CBBC0F78573BBCA120543E83623251,2
17F0258A0A4F6D96E913657DE246B426,2
921C91F99C6A3CF57E08693443DC9399,2
48AD80D6586F5C742A0FC89372DC30F4,2
201B687E9626B069B481EEB04714E84E,2
B0756DAE42B935B4E9963601FE111B04,3
EE029E4F238C733685230210C54B742A,1
5D4CA1B57648809C4250E944B5A09A1E,2
5031498591647BF17BAD33548CA796A9,2
6ED74A162D1A60EA3A7A8B938BCCF005,1
87985709C17657FCEB02C8FE7A370692,1
515037FEDA3F6B29D0B92C5ACD328E57,2
0EDE60170258914FE4804B8A09EDD0B0,2
CDAFE0D7758233504D9DE9398CED9DBA,3
A007E1FC1C63EE6C48FB988BDA7E8837,2
8401BA0BFC6B433DBE8BB9270549D6B2,2
D7061C81EE43BD3DB5F896DA5B760AF7,2
8C869DAB0F87CD6F72B1C76CF5E98D33,3
E398BDF39BE143F25C640B11B1D68818,2
BA0F1D502B4D1212A667F11D551C8F3D,2
8666E2A16C68BDBCE98F9D64CAB1F44A,2
F7B71225AA46CCC96145ABA2D2BDE0A0,1
660A6F2772FD5188176023FBD58E4726,2
5CEBF1380CE0D23C553DEEC616234784,3
30C3C54AB6732C1E4F498D9F523C5A0A,2
88CAF849BEBAC51775768D6D544008E3,2
C6B3AF1BA0D5ABA63661801E186C9F6D,2
CDBB3BEED2FA770098BA3413A7A23AE1,2
0F16D0F1990F36C67BABBC0ABE724E79,1
F62F8559D599445519811AAA1D3785E1,2
431C59609D709DED06BEEB57D257CCA2,2
297018428FC153830B30296EFDA475C6,1
AC4236FCA87B3E9BFE318B307FD18B7A,2
9AC2C49EA5839673A3DFCCC6706E481F,2
4D9D0083F620C3394349A7B3F9C87033,2
45826058C05DF456308AF94D1FB80158,2
F8E9DD5E7D49F4A764A73E5B4F05A1EB,3
345C23054DC4A86E0E0325FC709364E6,2
CF09A7EF6F679AD90CE9EB7DC43EDED2,3
2050B6A274E85412D563D39AEE47F992,1
13013F09B17FCFA101E345852CE318FB,2
D1AF32DAF4EB549B370CEB6C39AEDE42,2
200C69FA9DFC20CFD504503B20DAEAA1,2
6B32609FEE92735125E4609CBE813982,2
1939ED8B45924C9923F72F675564565F,1
09BD56B0C8ECE4A144AF9827734BB726,3
A698063DF5CCD134A325AFE75A0EF46F,2
61F0F97F06A9C050784D6228F7560692,2
DFB96C275280B4D06DB217A6E395C123,1
D002DDC631684BE276DB1EFFA7136CCA,2
6A5BBF36E51AAAE4C5D81F952ED9611B,2
C96EC9F2243E81E01C572D9EDA1C0F5F,2
1E8EE92A02D1D5E5D06ECF80407B8A46,2
B1BD50A3E1936FC625C5028B37F9C797,2
B45B7BABFF37B556C12FE8B9C08FFB1A,1
95B7E0528D173F54B9683D13662941AC,2
B6AE15F6A0CB02786B1E56B86FDC08DC,1
C20B18AB44F62E764CFE6AE59589DD86,2
59E4DC94333790423E09E987D4CCEC2F,2
A72D1763A4E5009EE2D6D2BBFC2CC89E,3
0CC7C67AD60526EF247EF6BED6AE3BA6,2
118A5B85C380625F64D88F56A5AA957A,2
F4F06AA54FA8CA277AA894CCAF0153C9,2
3A1E5DC4B9198E4495B160208FBCA1B1,2
57404AACADEEB71CBE319D8B58517501,3
22909C621181D93DE938BD02E538B54B,2
5C7ABCFBBEFE44B61E81708F125D31EA,2
FCA2248C03305D102AA1D75195273922,1
E6C5AFC2506386F607419115DF032767,2
6F4EB3AD954707C948224286E87C6361,2
07A783C3F3471FBA181CF3B13AE3CDDD,2
C35BC34F63DADDABECE961EC7D01E61C,1
201DB57A9953B9E5B33A54F6B9102C22,2
27F8D0D04331203CE74AAA7A883E66FB,2
8AE7CF42CA3C1144A710516BDB6CFC5F,3
DEF17F3AFE6410FAED2DC42329EA2409,2
6C90C1BC62A6FC5B89BE94292E725376,2
21EFBB11B906D5FC246737F31AE47A81,3
997A222F0FE791C9AB74964C7DD66D9C,1
4621A8B067669FEA9C13D05C2F00D857,2
6E275F168F7DC773CCE4B1DF113E7317,2
49608BC4AE28E254CF5805B197DE3A44,2
B30D50078CBD68844F833CFA63D071B5,2
AC746AA9441E71E2485DAB2974639B50,1
6E18FEE08512CA24754899181ACE100F,2
A5C1D426CE21E5402AFA016317B63110,1
226D2CD5DF4774F0D37D5A0CB4C41950,2
2B45157C26D6D9338C123CAB8BA91660,2
ED179E8D78D2A6CACE6106B3E2DEEBD0,2
114470643F6227A5CBFDFA904B9C6BF2,2
93E6ACB9EF09B2AEB9AC257C39845FEE,3
E8D0827AABCF051A37BC474E52DCAB18,2
1A90AFF71696D02A89F1B6461EC2B28E,2
23FA024AE61C5D91840E6D7E44DE98F0,2
508CB078B5405C228FC908551C542312,2
341DE5677E3C21E08C3DB6FE2EE6EAB0,2
6FCFAC6FE282DF80D9F1378B66EA7B48,2
0A5AE5098C08C117BF41522DE6659FE6,2
9182CBCCFBBCF128BBFAEEDF7FCE01BF,1
63046A03B4E3BD37737D700CC216CB8B,2
E3AE2A2764AEEA66D85C7E88C2ECA0F2,2
A05DE525D6AE7C06D8C3C0FDDE619C21,1
768EB70E4BA78F66A51B65A6C64F7DF6,1
1DF2E4BB78D09F9DFB94E8FEE829C991,2
693E781FA923DC752C4DCEE34C51F4AD,2
65B8AC08907C27DF2BF0D6A38DC2B61F,2
5EB4FA078321C832B1DB72EA48595C06,2
953A534B5093A7BFE10E59FD0124432A,2
D9F36669175847E348C5656BD03201EE,2
31D48D1FAD20A74E730CA800E8C67605,2
CA20E75334825D9677E72F4E418D7D3A,2
F52FA583453E9B760B74CD43C0D56ECC,2
5C7C832E21C378125AE13A5A14C71185,1
14F53073F4494B036513578785CDE5A1,2
97BF29E9E8A895379B0A9952ABE97CF0,2
4833ECEDD56FE347B49115C6A2CEB438,3
C631ED8A3EDA413D7DEEF4372C678C27,2
FCE81F1E57417E5E631B4ABFAD4EE809,2
6BAEC8A475BF33E0BE08981001D02606,2
C162918BC0B2D0BA958F69A3BCDE04C5,2
2C963FCBAB7F56A993D6E6CEE08911F6,2
F3A1EBEAF4428C8AF9082D566BCC2519,2
88F06A2C0753F67820F753DA8A8B8455,2
E2CCF498DE474690CCACD7E2837B9D1D,2
4E6E36B5AE3D4702DA174BB8BDADE01A,2
D70E86B60B48BAB581E2E8A768107BA4,2
EF74CA9A6AC1F8AF0B228CCE5298641C,2
11AA919DC1067AF41225F4A94F799116,2
0EBDBB7E6D34B47ECE926B83DA8F4364,2
AAEEBBA5960036D86AEED8EC91023AE3,2
C7835ACF18E186DE08F7AC9E400C4E23,2
444687BCB29DE1381F2DB1CBE943051B,2
D84F84FDA64FD3E20AAC81949C126E00,3
BB470039B3EBD3D1304DC105E02C93DC,2
6182B96AED6F0B689BBBC7FBA5448327,2
ADACDEB5881A48CEB564FF30758C44F6,2
35C55DBD3618B80CF767B42B04F8E540,2
BD9482C1173E0858008E3E14A1883132,2
8D600C13D624A0CDD9B538373694796A,2
4A429CF1C3A4962752648309B376287D,2
320AE6A9AADF4B04CACD3A34F3A6AA4B,2
2197CFEDCB6211E05131A5CFF2057E9F,2
91E06F8EBAF4BB53B55997B680A576E9,2
9CDCC99BFB51E0180B33C2C856C64BF1,2
659CFB53F50DA4E65FB0222E885410A0,1
0118318A239B8AEF6D18A95B044639C4,3
DC0592EDADA5674E91ACCE5CBD5E5A1E,1
1308B4F47BD9D8CB5C8647EF199DBBF5,1
1E19F332B69D58E4664F0DFC837BC314,1
FC0EE750FB9AFF4F25E7ED1391E72A95,1
350AE8442F91F376913D586D7540B712,1
4A795053212DD35AED5E0668D1CFAAB3,1
00A932788191B4D6625DE05389D10164,1
2BC6B0A4C09946BB352D26B359993AF3,3
69D523FC1AADF4A98E2B62D0AB4AD6B5,2
D3E82077A44B1CD58781840639B8BB70,2
52437C67E4D45984528FC3063697BC9C,2
50C46F5AAEC21E2F5019630A4BED4C08,2
19D08D275E3DE36E379D6C6A47FA0F00,2
17CAE57BB578DE726D9145E6B0DDFFDB,2
78F93094C56E4C5CEA9DFACC1CA53AC8,1
13287C55D8A6D7BDC0AF5EEA9F61B801,2
04B4471F5223847B07C2201632337162,2
45F261DFAE3EDEDA04852BD2F5058B93,2
0AB65A3428391F9098C0F3C8AF438D93,2
62CC4851334B2DD06FE6F02BAD5B1B3D,2
26460A575E96EE404ADBCE9E19FD4E1E,2
7A5E4C7D5874BC8425446243C2F64E40,2
761B22BDBF7AE02CC4B0C8270C726DBB,1
95827C98406589A549026BFF42BB442C,2
F0015C08FF1D375CC2026D32CF5A39BB,2
51F84B46293A85C47CB2E360C5EFB020,2
F2815DD188CF433AD00B5B5AF2F72365,1
C25A4CC299A21D7CC3681F1FADEED419,2
BB52D2FD414B87295623D6B08A622651,2
45D1B9FD640EFF408E50C3ABC6888CD2,2
1F7B5884071137AA8F2FDC6BFC1F06A7,2
10C9209060F043D4DA563F174EFA4AC2,2
0939138E5A06A67072F840BC212A3D32,2
28021BEF6706F204B37DB6206B20CD59,2
732654286CAA03F9C36DDB37381127DC,1
312B0C1E8D34A5B14B8ABF76E64B827F,2
2C06CA3A396E06294F6C22A6F3901090,1
9872D8886E92B0A049D874080E9F2174,1
ABFBF2EEDF93B59130B62D386E5E6AF6,1
DCE7B771DEDEDB2404E9BBD6B4E82A5E,1
E806239688216AA7BCA6F4D9FBF38699,2
BD42D8A80E5DE4E6A9DD9D7CD7795584,3
AB7A4834DA24F26B88B547558FA145CD,2
08BFB203209990F4F1E54DF8163AA3C0,2
B9D00252F1468CDBD7901A7256AE76AB,2
13B96E754267F530DB082276C6D511F2,2
53DF583493FB87A443C3BC5EDB4D9C0E,2
D72361D4BDB5C46EB8FA636F186CC5E6,2
E4C8025C1F12542B83B23EE2190D9C83,2
521FA3CFB6A90C8CF860603945AC786D,2
3BCC41B7D37D830EA6FFBBDE25437EF6,2
F54714C4A850982FEF78D873B51F086C,2
1BF81C404FB68A8E746DBD13B5F5559F,1
F220D5F20312E4FFC5DF9CFFAA764187,2
84EF42D5712659A9A14E496D5969DEF6,2
F761D18A16ED01534F25D8CF89AED102,3
24EE57F40664A40019189B2A9E7E8D78,2
1112212EB8827BFCA177196CCB4E32E4,2
A45D14BF8A899BE8572B93EBD739C3E3,2
43119909675BE2692565316BC814CC0C,2
079F991105D0F7B39CE6638B88481A3C,2
2D32278F1BF04ACE5E275D05AB2ACCEE,2
E447D1D9682C5106A798C0F126F4C473,2
17965A7EA4C9AAB3DAE5A3E383F9D76A,1
A55A96EF054A4D4E815850E40E82EA0E,2
8E74743436306575CF06707EA946AFCB,2
A10587790CFA9CE527C93484D067D2EA,2
C5B239220DC059A5C2C364CE130C91A5,2
BD1C75EC393DDB88E24BD6A71044B213,1
B30F948C566344CA606995AEB1C6BE2A,2
938EE1F965807F6F5A3D66128335E9C7,2
20739A9FD878515758942EA14EDB98D0,2
FC39007D91136EF51DE60CD462396443,2
495B332AED935C064D90BD57BE6A11C1,2
DABCA0BE89B0C944D3885CE6EA124AD9,2
4F2EC7FF86C9B581ED61A51E5F5BCDC5,2
97B9E83FFD71FEC6599ECB64C0F45C71,2
E758261E0461ED6F31C0B285C7648297,2
5F63EE12F74578F520B133CC492AC0D2,1
3D036F7EFF99843831F8DF5347FCFE42,2
4CC6CE237803426CC12EF4B19FBD1F6E,2
322AD047D2281658875FC3EE231EF7C3,2
3CC7156E8E0F3B076F2C5B6868791551,2
18F44E28AC8CFDEC9B9EFF13EB905F8F,2
C2EE6B647EFB3A21732862CEB10433E2,1
0DB07D9BE6FE20045BB5BB6F73F6724A,3
384FD03C31B83CE5594D1CEA52F516DE,2
61B29C8015923A1CEACEAFB90D11909C,2
313A5A8040948F551D174A20841C71CC,2
B8506C7C2C131644FF5187C612DF45A1,2
4103AB507B0F7407B08569A4D53D9D21,2
4FD3B97C861ADF1C81C5FBF195D56867,1
12AC129ED3F27AE3C428822510CFE678,2
22B6ADBED6413F0530E9CDC3E93B9988,2
838AD0D7287C48994095E96ADA81EE54,2
B4773B31025513ACA4ACB24AF23EC83B,2
14A71D954B16E7A1EBE038C69D20860D,2
35A49FCB71C811F85363D6B6351C0D56,2
189365699F7EB8EE6AEDAF7B0282EDC6,2
EA601556866C4CFD79B2191641C60982,1
A922FA61AA547B4DFC484C568A19BCC1,2
3214430E2D6FB022D9D6933F5F4D5C03,2
E18D35C88A6ABFAE958D9338F21C4FB5,1
B8126C0794B7C46381E1048E9D051ED9,2
7AB77A08BB22F2C6696FF3BEFEFD7B7E,2
CE1961CA2CDC31937A13E2DC5F90741D,2
D477FCE100D6ECFAE9B6A965D06E43B2,2
0C81FDAD19AE7BC6C480B0DF81D75103,2
41734C0EFF10F8462A3364047AC0C96E,2
BF22B764F4755DD60F5F42ECC130A958,2
DAE5A9032D54C004FC1915F2C922266A,2
C7DAB60809CBDDDFA016AB359A987CAA,2
87C3EBF7DBE6D285175B44AF6F1B4B7A,3
472599B8D078C89AF13FE00D1A931B5C,2
42FC18E3471519E9C18529C150F66C97,2
EFAF67CC47A701982D6CF478B9E2E1E3,1
EBA9D48DC4CD1A205FA9FB6F9B9AB534,2
DDBE4D802889A46CD8D2EF457E037868,2
F6C7BDE9170311AF6C88881DEC393E91,2
9C720D320647694A1DD84351AE47AF9C,1
BF06C9E82B1DCC4D269ED3C8BF381215,2
5757EF65A2906BD9D0032186D7AEB74B,2
E4EAE62E03AF3805C9B03D0F53EB44A7,1
AA42EF3A456CA64EFD46CFB3778F1F56,3
0F214428D1B2023A3E47A797252E7BFB,2
08362CBB98B0428F3106A6B3673FA7A3,2
818170A355DE576677AFF408E6FFA217,2
F4DCD7B9A07EE32B1598A89C0452D86B,1
0E510993DEC320BE0965C79EBD7D4FEA,1
6683597E4BEB0422330AA068D6A8468C,2
B7EA3386D179778C6DBA3FC2C7A7504B,2
399A1D61B72C01E45AD3BC0B941DE672,2
8322A559E836EC1230CC1CDBF765A0EE,2
0052E41353BB3DE56A62654FC53754D6,2
E76C8546B849AF782D1D21AF0B9493DC,2
3EF516376CC3DE084F2859F180547BE9,2
7E4B9CAD4CAF4A4E7DC76380F56C127B,2
69F54F3A608C920D5D57F6353B88DE6D,2
0DE0C4BFD27B36CE65907348D8054FC3,2
2B64D72C63A19C8145121DEAAE964D07,2
BCF727896E61866BA1380733AF1076CD,2
E91FE752CB4C2CD02A6AB0865C2878E7,2
45FEE832380F5C8BEC99CEE6236980B7,1
E9CB7631ECAA886C0540C5A44FB1C63B,2
3E68AAFABA0F41F159D32EC7C30B1E18,2
DA4F4CC2E1C939F3169BB50557115955,2
94355EC1A6F0C5C42DFECA677CAAE7F6,2
4E94917BE7345C260F94868C39D1F79A,2
6ED1F45E1C00ADA830E490CC3D79A914,2
8716E4B36B41ADE55D37C0355AFE0C4C,2
1A067788189290200892F723CECBEB9F,2
5A602D79ADB7D8D045F4B61FCA8C0C48,2
DF442AE7C55AE09B894448A7C158CD12,2
814CD9B5A4ACBD7C424F17BEF72C2A18,2
D6A85841E2D42F0801C558499D67CC57,2
123BBAC4F87E9AA66A85820F514EDECD,2
F5440206544F7387A941BA91836744E7,1
209C1FBA07797F638F8FDB9B86BFEF8E,2
0D29822BEE410B6AEEF66686EE58386C,2
950A055247261C3B14D3112FCE1A25CA,2
189FC0F59A506C9CD9CCEA2A571A430B,1
D7D15D219A21FA3E4B6B5CE86EDEE18B,2
4752EB51DFECD5D8B646E26878B165D7,2
8C85C02E493F2C5E5B5C3915FBBD9564,2
9FF501D310E42EA525B47BEAB2CDEE6C,2
6753B74583DE3AE6D9559989E2F0B34B,1
6202F71686130CA947B98D78442BDA51,2
2F41740F426E02FB570F5134B7B41651,2
BFEECD6D0AC01786DBCCD623C7E7B7EC,2
7856247C4812D86B0A8B7F508A232DFE,2
57E7AC5182EDDCA7468DD2741291C1B0,2
1E43A503ABC7902BCAE6990ABC633269,2
D502FB04D3BBB4034E5E9C47DFA38084,2
44A281848318E33364F9032B3385E4F9,2
5DEC0F345A5E40BDDE73076C19B7BCFE,2
A8ED758F5601F1735A726AF4DD2801FD,1
B99E1AB830E96598EEF67F389B86587A,2
4F42C7424B78F4B9F927ACA8D1A0C12E,2
5511CCC3ABD401F9E2B3F4015ED66895,2
3E41E96E71F003C847E47A9797036A97,2
3976BDC45EE7E823F9A8A36493141B7B,2
D4A4D21984CA4B23757FD18828EC8E0F,2
1426EC290D1207694291A76D94C5D8CD,1
09DBE2FCB819D380BB6AD3AD905EBCFA,2
A6B5A9DCC4855B54A1222A3C05D5EA68,2
866B5F90D9862A3D0ADC06AEC4032CF2,2
C9CB69E3DD872A643C5944987A64B6F1,1
E218F9D4B10E1E13AB7B3CA6032F5046,2
D3B50DFDF0233466F9C4123C566E6402,2
E4F9867572377F3597E0C4F20BF03126,2
008FCFDAF848A065E98E5663BE9DAAB2,2
075DCA399E2B5AF8C21D914DAB383A50,2
0FC0AD7C54E6C979B0A50DCF84D91DB8,2
898D989DD547BDB026285B3DAF33D483,2
3FCA250112CA158314272D74085F3C30,1
FA5396A3B51547EAC59C0BE44FED472F,2
F3EFF34DE8B684FAAFA90303F310A43A,2
45C2AEDD86E1E5F3B709D79EB25CD450,2
9575C082914315CF521F52C483C0FB61,2
445F99AEC16E72CE1321EF603B90414B,2
9CFD1401C7ED6ECCB5DEAE8921903423,2
A1F57372198AC1223C873B446F11E860,2
A688298587F2D4EA2DBFEB19273B59BE,2
D2F4B36EE0D3FC170F91214DFA82B9E0,2
327C7C8F772A6897C76B912B60D06453,2
E362627FF174DE33142D2E12C11E3EA9,2
DBB1595CA62867C8F78820309991883E,2
6A041F5A7DFEA2D5AC2EAF4E400A9A7A,1
FD86194D5BC4769D1FAEBEFE101838ED,2
E0CAC301C7289E26C3BD3EF3D8332C91,2
8E1733CCA5B35035DA981E3A91D7C57D,2
B432566DFC19F71E4F0CF36EE50EAFA9,2
EFDBCFD65136F4CAB29881D73AB9A985,2
D6D0D6100BF831FF60F5D1C34B2A0644,2
A55A25FCD1EDD16CBFD26F01312B098B,2
3BECA48FB4730CA90F9D5B7B9230D556,2
48109451DAFB2DD730CAEB22C3BA0D2E,2
3B5242BD2D67EBB9895AEE7DCADB5958,2
F11F5338F71DC57BC37A791DD7E4AA29,2
7550FEEBFAF15A1923A89A378527C991,2
584479DF8A86427EC8AA1A4CD1EFEF6C,2
301B0DBE54F38EB5F15F4BD9D1FE715F,2
5BA085DF5A6F1C0FB69408B149DA18D9,1
FB8E3A88302DEE6E9AC533E9383492FB,2
F08632433ABF4BFB2BE879363B7FDA22,2
3861B8CF89444EC6B3DAC7A9A8B29ECD,2
CE796DB69F9273CF23274BEDA5B0C667,2
C2E1ECEDECBD2E9E61F5D93270683942,2
EC6952021307FA093C1076FCC3DC2919,2
02FE2369EAC088DCB909328995173C44,2
DA4CCFB26CC6E0830E145DAD7BBB3ACC,2
8F243D5061539BAB2C645DE3606EC536,2
5B17CB01D27144A4499955B158E2538C,2
2F5AE5462214E4FC7C2A429D20CC3222,2
EF6BC32E1477E771900DD1EC0011724E,2
3652D55CDACEC2AE44D637C4B7039E60,2
60D211845E1C7DA44C8AB9A1E7DA58FE,1
9ECC9C4D60A4022E63F3E060A6E320BB,2
AF8553AD636854147C114E3550D7D1D5,2
494DDCD7098210B9CD560BF3213C09D3,2
9DB5A8D9DF283BF2CF0F56783975E2AF,1
9E967B3E5F5BD519DB26AF5432D63E84,2
B8A6F30E43B164740DD5A2CA82CA2F38,2
5561F6187AE93575F54AC83B2928EC6C,2
F4C13882550B2A68AE4C80EF7E581824,2
CB292F90EFFD1AE7826F9B413DD11C6C,2
F749D6300D1509E879F37CF478A84E59,2
6C818BDFB05BFAAB8FA3546C991416D8,2
AAF6F99768C447B6D677780AE162E77A,2
6518A95C300DBED369088C63D0356332,2
85C7DCB8697DDB0F4C1768F87F2321E0,2
FA0A1D25B8A1DE45ADC6EF44A58F7B94,2
437A6C5DAF95D503046EE04D2109D53F,2
871F718D8FD25DE443E820D712D83340,2
AEF405054AD44DA03262D6E14B51FEB3,2
D64911D5C4C2BCB6038C21BB15885A48,2
6511012CDF7176219DA3AD251B336CFE,2
23B43B89A44E9145A54F71597901A156,2
11E49EDE700887F5CE7C25C793895626,2
FB3B46069FEE9B1EABDA9A711F9CC8B7,2
83803E2E58C8FE7D7567A8B2A8657050,2
59DC6068D289AA53B0933C114EAC2226,2
22B1149B884C4C84D31E0FB0B8115927,2
C6D2D94B98A5F194D3D688DD90B843F4,1
A66506857E3031BABC5CF421047D7B44,2
03B0287379B923FA787B89E9C7ECD75B,2
3BF6253371CCA7EC1F36B21ECEFCE5A1,2
F408E9DB5F7372F738CCEE0620E33671,2
3D54BF01967DCEFF325B9D59725147ED,2
6DEDD3A3984367FEBBC63E8B0C8367B8,2
5B7C333BCAC29373433FA4C378F6F7F7,1
AEE79FCB0FE35B2C5C737D60E7EACEEC,2
96E68C109D7D4CA1E739A14ED48D4593,1
608926D4559ABBF347FADDD631E85E79,2
BEC2DD62F201D31E9EAE8B38EC386AF6,1
85E34D4B3B9897FAF002F160178507B9,2
8C9F935318F3379B689012A73DA79FCB,2
6440F13FF4117EE8087E112990480DA3,2
439F125D34C27B51AD4FCC30D98AD08D,2
5C266673A92DF9A456BBA5269274CAD9,2
7E0E9D238C035906B845A13DBDF13F6C,2
C48EF010AC14ADDC76E824F2702E5F3A,1
D18550D85F0E6DFC23082206592655DF,1
CE39A0A8EF304A9DAC4A25152DD5EE62,1
966F0BB29B04F6A39AC5CF8EC30F138F,2
D7947772E8DFC4035AF146F873108EA6,2
05A20115B60D9A9F1B8B1BA754527C6E,2
893B0F638CE889B52626899AB3890B78,3
99FD9FAC156C01E284B0A6F137FCA768,3
2E2454AE8DEB1758DEB64A06730E7DDD,2
C56738C4D95BA5872859C97DB229EAB3,1
5B46CD2BC0882EF1C8B83FFFCC4BC097,3
062A0F5412ABB04952E7FDD72C2AABCD,2
A6BB3D52CA14BB3B03A45AD861D7B227,3
A55211E3FAE847E1469E0CEE4B8E884F,2
0861823A7142607E95E55D07F077E648,2
2DF08149D214F2B142394B3FA835CFBE,3
2210B896D09A0232D028A2277E403D72,3
E4ADECB774D434B98BB2F45919802CDF,2
38C054DD72F6F0680C7A165EC95149F3,1
4B4FCB3F7CF3630F0051B82DB41CFBE5,3
E5DEC2F96CB6A4B08E1499F548D5D70E,2
444BECB804C7DCCA0E7073CD9CFA6C43,1
F59700DF8CD51D48031141AAB7F2DB31,2
EF80B28D6CD6C613CA5E46E9A86C088B,3
2C11BC9586323ADCD2686E33037912C8,2
3B9F79B20FAA2DA706933AA51DE56817,1
1AAFD46707F988BCDCFD38CBCA086038,3
780D9F9FB1ADBF873A1CBEB9FE33FF7E,1
1C7055DA118428BA2194DF29DD27BB79,2
49D0C120B3A60386A4D35CCAD4514EDA,3
A8D6B4C5577E346D198831E545E12120,2
0CD89D069F2959C44E1290A7CC7B12E1,2
2E61A49E3E9D756CA9BC7D38159C4CC7,3
6655E86A7958D158100E4303B54A2350,2
F21BCB3534FC8D6E51450F8E1A56BE43,2
912B6F2567665E33D166DA2C3DF4E1D7,2
295C4C4C01B39319555FA0E7D7808398,2
575CB1BA68495D15542BFC9D421936C0,1
8943FBC991785F65701ED209FBCB2346,2
68D94BADB4B68E7CC025D0669A5C421F,3
